TS,IFACE,rxpckps,txpckps,rxkBps,txkBps,rxcmps,txcmps,rxmcsts,ifutil
23:24:01,eth0,8909.73,34.09,8193.45,8.00,0.00,0.00,1.01,6.71
23:26:01,eth0,8690.65,38.97,8003.60,9.07,0.00,0.00,0.99,6.56
23:28:01,eth0,8564.05,34.46,7926.99,8.30,0.00,0.00,1.07,6.49
23:30:01,eth0,8727.40,36.09,8014.81,8.44,0.00,0.00,1.00,6.57
23:32:01,eth0,10211.52,1301.63,8654.01,252.53,0.00,0.00,1.00,7.09
23:34:01,eth0,12785.69,3816.17,9372.42,746.59,0.00,0.00,1.04,7.68
23:36:01,eth0,12713.53,4072.60,8989.77,804.81,0.00,0.00,1.02,7.36
23:38:01,eth0,12604.16,4057.29,8938.31,802.04,0.00,0.00,1.00,7.32
23:40:01,eth0,12980.76,3766.68,9679.22,729.77,0.00,0.00,1.00,7.93
23:42:01,eth0,12821.73,3701.59,9720.86,715.27,0.00,0.00,1.07,7.96
23:44:01,eth0,12667.57,3682.25,9603.97,711.14,0.00,0.00,1.01,7.87
23:46:01,eth0,12647.43,3688.50,9503.55,713.40,0.00,0.00,1.00,7.79
23:48:01,eth0,12617.86,3691.64,9472.67,715.88,0.00,0.00,1.09,7.76
23:50:01,eth0,11209.61,2080.44,9336.84,393.95,0.00,0.00,1.07,7.65
23:52:01,eth0,8688.60,35.91,8057.71,9.30,0.00,0.00,1.03,6.60
23:54:01,eth0,8759.55,31.95,8106.09,7.68,0.00,0.00,1.00,6.64
23:56:01,eth0,12542.21,1317.38,13141.35,157.94,0.00,0.00,1.06,10.77
23:58:01,eth0,9753.19,351.29,9537.00,41.26,0.00,0.00,1.00,7.81
23:59:01,eth0,9694.72,275.35,9287.82,32.60,0.00,0.00,1.02,7.61
00:00:01,eth0,8927.13,31.98,8193.71,7.75,0.00,0.00,1.00,6.71
